sg_symbol,sg_number,crystal_system,volume,formula
I4/mmm,139,tetragonal,111.15272465633552,Th2 Te1 N2
I4_1/amd,141,tetragonal,154.42505775076577,Lu2 As2 O8
P6_3/mmc,194,hexagonal,91.44468655532995,Al2 Ag2 O4
Pnma,62,orthorhombic,199.1910743224176,Er4 F12
Pnma,62,orthorhombic,175.10190679984615,Ti4 Si4 Rh4
C2/m,12,monoclinic,113.51235057160142,Li4 Pd2 O6
Fm-3m,225,cubic,52.251279996551546,Ti2 Mn1 Be1
R-3m,166,trigonal,188.88107478661263,K3 Cu3 P2
R-3m,166,trigonal,66.07368582560036,Rb1 Lu1 O2
P6_3/m,176,hexagonal,325.85841501181613,Ba6 Fe2 N6
R-3m,166,trigonal,67.4434746077149,Rb1 Tm1 O2
R-3m,166,trigonal,68.4492798207374,Rb1 Er1 O2
R-3m,166,trigonal,70.1384177968784,Rb1 Dy1 O2
C2/m,12,monoclinic,110.97224235058523,Nb2 As4
I4/mmm,139,tetragonal,78.03001404861112,Er1 P2 Ru2
Immm,71,orthorhombic,282.71793618771517,K2 P2 S6
C2/m,12,monoclinic,149.94594901461758,Na5 Re1 O6
Fdd2,43,orthorhombic,141.03307037476145,Au4 O6
Cmc2_1,36,orthorhombic,172.98071601880687,Na4 Ge2 O6
P6_3/mmc,194,hexagonal,171.64778671149358,Nb2 Sn2 S4
Fm-3m,225,cubic,61.696119899589036,Ti1 Re2 W1
I4/mmm,139,tetragonal,113.75610905027642,K2 Zn1 F4
Cmmm,65,orthorhombic,122.3858587847978,Cd1 Pt3 O6
P6_3/mmc,194,hexagonal,114.94104262896538,Na2 Be2 As2
Ibam,72,orthorhombic,176.46884081087325,K4 Zn2 O4
P-3m1,164,trigonal,154.408821069803,Sr1 Mg2 Sb2
P-3m1,164,trigonal,144.70108674023018,Ca1 Mg2 Sb2
P2_1,4,monoclinic,146.37833282475358,Ag4 S2
P-3m1,164,trigonal,250.56260075065205,Li1 Ti3 Se6
P-3m1,164,trigonal,118.87389001812933,Ca1 Mg2 As2
P6_3/mmc,194,hexagonal,153.70674440968827,Sr2 Ag2 As2
P4/nmm,129,tetragonal,87.28785273366259,Li2 Be2 As2
Pnnm,58,orthorhombic,103.49746797264433,As4 Ru2
P6_3/mmc,194,hexagonal,145.31850955929747,Sr2 Zn2 Si2
Ia-3,206,cubic,597.2937434001891,Ho16 O24
Pm-3m,221,cubic,39.83035053210883,Tm1 Cu1
P-62m,189,hexagonal,141.48736768395653,Sc3 Mn3 Si3
P-62m,189,hexagonal,144.76456646902176,Sc3 Fe3 Ge3
Pna2_1,33,orthorhombic,187.9439643154276,Zn4 Ge4 N8
P6_3/m,176,hexagonal,329.1214408262025,Ba6 Mn2 N6
Cmmm,65,orthorhombic,116.87226493352038,Zn1 Pt3 O6
P6_3/mmc,194,hexagonal,330.8658798800431,Li8 Ca4
Fm-3m,225,cubic,59.08383633379131,Li3 Pd1
R-3m,166,trigonal,281.94279585386863,Rb3 Sb2 Au3
R-3m,166,trigonal,145.3144858225455,Ca1 Ti1 F6
P-3m1,164,trigonal,280.1867161516169,Tl2 Pt4 S6
P-62m,189,hexagonal,341.99661670975325,Ba3 Na3 Bi3
Pnma,62,orthorhombic,215.01213700238935,Sm4 Al4 O12
P-62m,189,hexagonal,207.14068676600894,Li3 Pr3 Ge3
P4/nmm,129,tetragonal,87.75714311299407,Li2 Fe2 As2
P-3m1,164,trigonal,341.70347688824637,Tl2 Te6 Pt4
I4_1/amd,141,tetragonal,129.64980491183846,Na2 Pr2 O4
Pnma,62,orthorhombic,201.62698493885276,Sc4 Si4 Pt4
Cmcm,63,orthorhombic,282.6313145906764,K4 Ag2 Sb2
Pna2_1,33,orthorhombic,204.0234917265784,Na4 Al4 O8
C2/m,12,monoclinic,104.68840562037326,Tm2 Fe2 Si2 C1
Pnma,62,orthorhombic,211.5453144641633,Sm4 F12
Fd-3m,227,cubic,221.46874223141452,K2 Bi4
Immm,71,orthorhombic,254.7711899261499,Ba3 Al2 Sn2
P2_13,198,cubic,318.5077996436682,Ba4 As4 Pt4
Immm,71,orthorhombic,225.22880653541296,Sr3 Al2 Sn2
P6_3/mmc,194,hexagonal,145.81372618041146,Sr2 As2 Pt2
C2/m,12,monoclinic,134.54906901038413,Y2 Al3 Si2
I4/mmm,139,tetragonal,92.72759693608342,Ba1 Ni2 P2
P4/nmm,129,tetragonal,106.92026552383334,Na2 Li2 S2
Cmcm,63,orthorhombic,185.66717753292914,Li8 Ti2 O8
Fm-3m,225,cubic,92.74329737462163,K1 I1
P4/nmm,129,tetragonal,128.85681257134576,Zr2 Ge2 Sb2
P-62m,189,hexagonal,206.95693099189324,Sm3 In3 Pd3
R32,155,trigonal,120.3496608700174,Li5 Mg1
R-3,148,trigonal,133.42095155549643,Rb1 As1 F6
Fddd,70,orthorhombic,146.94940869680937,Ca2 B4 Rh4
R3c,161,trigonal,247.98725143318734,Na6 P2 S2 O6
Ibam,72,orthorhombic,309.5948585255466,K4 Na2 Al2 P4
P-3m1,164,trigonal,132.98585834234967,Sr1 Cd2 As2
P-3m1,164,trigonal,115.3518844898082,Sr1 Zn2 As2
R-3m,166,trigonal,66.13632537256666,K1 Y1 O2
Pnma,62,orthorhombic,178.96081270599257,Mg4 Cu4 P4
P-3m1,164,trigonal,106.92801433059348,Li3 La1 P2
I4/mmm,139,tetragonal,70.08549774031805,La1 Ni2 B2 C1
I-4,82,tetragonal,72.32301016983023,B1 As1 O4
I4_1/amd,141,tetragonal,163.57790969321988,Na2 Y2 F8
Cmcm,63,orthorhombic,195.33869267836107,Rb2 Au2 S2
Cmcm,63,orthorhombic,189.48054250029892,Er2 Cd6
C2/c,15,monoclinic,149.9168527549631,Cr2 P8
I4/mmm,139,tetragonal,68.49076848007432,Sc1 Co2 Si2
Fm-3m,225,cubic,54.485246308405316,Mn2 Nb1 Al1
Fm-3m,225,cubic,101.09930153959223,Er2 Tl1 Ag1
Cmcm,63,orthorhombic,147.88201248854386,Sm2 Ni2 Ge4
Fd-3m,227,cubic,126.71080535529566,Yb2 Al4
Fm-3m,225,cubic,157.65414168595868,Ba2 U1 Mn1 O6
Fm-3m,225,cubic,46.92900981867662,Mn1 Ga1 Co2
P-3m1,164,trigonal,192.91251319745422,Rb1 Au3 Se2
Fmmm,69,orthorhombic,160.66290911057706,Sr2 B4 Rh5
P-62m,189,hexagonal,192.22783290831987,Zr6 Fe1 Te2
P-62m,189,hexagonal,321.3232786521975,Ca6 As6
Pmmn,59,orthorhombic,210.52998851606756,Cs2 Na4 B2 O6
P6_3/mmc,194,hexagonal,440.3523425707167,Ba6 Na2 N2
R-3m,166,trigonal,146.46446138267802,Tl1 Sb1 F6
P-42c,112,tetragonal,311.2752334432311,Al2 Cu2 Cl8
I4/mmm,139,tetragonal,122.97795051172957,Ba2 Zr1 O4
Fm-3m,225,cubic,194.60106711464852,K1 Rb2 Sc1 F6
P6_3mc,186,hexagonal,122.5639833777256,Lu2 Ge2 Au2
Fm-3m,225,cubic,65.69326333999614,Sc1 Nb1 Os2
P6_3/mmc,194,hexagonal,84.95258680730244,Hf2 Be2 Si2
R3m,160,trigonal,68.41838398576652,K1 Nb1 O3
Pnma,62,orthorhombic,179.6791035895767,Hf4 Co4 As4
R-3m,166,trigonal,162.11995298841128,Ba1 Li2 Mg2 Ge2
I4/mmm,139,tetragonal,78.70113590594201,Th1 Fe2 Si2
P6/mmm,191,hexagonal,150.3740317241039,Ca2 Ni8 B2
P-42_1m,113,tetragonal,342.6745581337963,Sr4 Mg2 Si4 O14
I4/mmm,139,tetragonal,187.57998185596648,Sr4 P2 O1
R-3m,166,trigonal,120.54497892078051,Ba1 Ti1 F6
R-3,148,trigonal,125.99021314255971,Ba1 Sn1 F6
P6_3/mmc,194,hexagonal,194.9069009701512,K2 Zn2 Sb2
Pnma,62,orthorhombic,298.2726186156781,Na4 Li4 Te4
I4/mmm,139,tetragonal,81.45724050085474,Tm1 Si2 Rh2
P-3m1,164,trigonal,127.2228823150891,Ba1 Mg2 P2
R-3m,166,trigonal,256.8668466361242,K4 Hg1 P2
R-3m,166,trigonal,188.88635151737876,Na4 Cd1 P2
P6_3mc,186,hexagonal,114.65926088623964,Sc2 Ge2 Au2
Cmcm,63,orthorhombic,162.19235056852048,Ba2 Sn2
R-3,148,trigonal,105.83808704594165,Zn1 Pt1 F6
R-3,148,trigonal,126.73386951416587,Ca1 Pt1 F6
I4/mmm,139,tetragonal,195.69885980603152,Ba2 Hf1 S4
Cmcm,63,orthorhombic,158.30799509216686,Na4 Cu2 P2
P-62m,189,hexagonal,184.3947634154666,Y3 In3 Ni3
P6_3/mmc,194,hexagonal,150.2887597029721,K2 Zn2 P2
Immm,71,orthorhombic,142.10982359967744,K2 Au3
P4/mmm,123,tetragonal,106.46810278806187,Ba1 P2 Pd2
Cmmm,65,orthorhombic,150.1213137692488,Sm2 Ga4 Co2
R-3m,166,trigonal,70.1801984990558,Tb2 C1
P6_3mc,186,hexagonal,141.2276555834125,Tm2 Ag2 Sn2
P4/mbm,127,tetragonal,107.889341611461,Sm2 B4 C4
Cmcm,63,orthorhombic,104.83442325264204,Ca2 Ga2
P-62m,189,hexagonal,150.66182647593124,Zr3 As3 Ru3
P6_3/mmc,194,hexagonal,175.97158670598398,K2 Cu2 Te2
Fm-3m,225,cubic,88.97299579646004,Sm1 Cd1 Au2
Fm-3m,225,cubic,87.13898764282756,Sm2 Cu1 Ir1
I4/mmm,139,tetragonal,78.57182934924059,Eu1 Co2 Si2
P-62m,189,hexagonal,216.38621576582068,Ca3 Pd3 Pb3
P6_3/mmc,194,hexagonal,182.9630772212327,P2 F10
P6_3/mmc,194,hexagonal,149.37803707164463,K2 Cu2 Se2
P4/nmm,129,tetragonal,114.87151589746601,Na2 Cu2 Se2
P-3m1,164,trigonal,159.03109546283014,Rb2 Pt1 F6
P-3m1,164,trigonal,157.55889701079755,Sr1 Cd2 Sb2
R-3m,166,trigonal,56.287622052453074,K1 Sc1 O2
Im-3,204,cubic,316.2089968673523,As12 Rh4
R-3m,166,trigonal,65.80954072479699,K1 Tl1 O2
R-3m,166,trigonal,70.3895199277367,Rb1 Tl1 O2
P6/mmm,191,hexagonal,88.83862737229015,Ba1 Ga2
I4/mcm,140,tetragonal,169.20388789637641,Ca2 Pd2 F8
Pnma,62,orthorhombic,123.42713159037024,Co4 B4 Mo4
P-3m1,164,trigonal,168.0505577802922,Ba1 Cd2 Sb2
P4/nmm,129,tetragonal,96.47273534622703,Np2 S2 O2
Fm-3m,225,cubic,87.64498518017089,Sc2 Tl1 Ag1
P4/nmm,129,tetragonal,107.51281376010468,Th2 S2 O2
I-4,82,tetragonal,236.47820220844537,Al2 Hg1 Te4
P6/mmm,191,hexagonal,119.69091086721005,Ba1 Pt5
P-3m1,164,trigonal,140.12615391465397,Sr1 Zn2 Sb2
P-3m1,164,trigonal,148.1594660938572,Ca1 Cd2 Sb2
I4/mmm,139,tetragonal,108.8185187475703,Ba1 Zn2 P2
Pnnm,58,orthorhombic,77.99266125452705,B2 Pd4
Pm-3m,221,cubic,150.46283885430452,K3 Au1 O1
Amm2,38,orthorhombic,54.375895304384784,Pr1 Ni1 C2
P6_3/mmc,194,hexagonal,164.5281547671996,K2 Zn2 As2
P6_3/mmc,194,hexagonal,189.7105334156139,K2 Hg2 As2
Cmc2_1,36,orthorhombic,216.3722450375164,Sb4 Pd8
F-43m,216,cubic,117.98434466868464,Tl1 Cl1 O4
P-42_1c,114,tetragonal,162.7714086289513,Pd8 Se2
P6_3/mmc,194,hexagonal,166.88263954387017,Na2 Te2 Au2
P-3m1,164,trigonal,146.56612265334005,Yb1 Cd2 Sb2
P4/nmm,129,tetragonal,129.79188414891152,Na2 Al2 Ge2
Fm-3m,225,cubic,68.04619672567316,Ta2 Nb1 Ir1
P6_3/mmc,194,hexagonal,124.10446677633368,Ti4 P4
I4/mcm,140,tetragonal,215.3841424145845,K2 Ag2 F8
Fm-3m,225,cubic,50.2355878178815,Th1 P1
Fm-3m,225,cubic,49.699673322638375,Y1 As1
P-62m,189,hexagonal,147.91684475899442,Sc3 Ge3 Ru3
Fm-3m,225,cubic,61.60409816041293,Sc1 Ga1 Ir2
Fm-3m,225,cubic,54.12164306558701,Cu1 Ge1 Rh2
I4/mmm,139,tetragonal,238.33978949791017,Ba4 As2 O1
Pa-3,205,cubic,313.1816810366936,Sb8 Au4
P4/nmm,129,tetragonal,168.08105819527316,Ba2 Cu2 Se2 F2
Pbcm,57,orthorhombic,194.57887912938278,Tl4 F4
Pm-3m,221,cubic,34.498863540953046,Sc1 Cu1
I4_1/amd,141,tetragonal,170.56239968626545,Ba2 Cu4 O4
Pm-3m,221,cubic,30.562552446187013,Mg1 Rh1
R-3m,166,trigonal,161.88156971523827,Ca3 Ni7 B2
Fm-3m,225,cubic,108.296378136451,Sm1 Er1 In2
C2/m,12,monoclinic,39.07341310339671,Li1 Cu1 O2
I4/mmm,139,tetragonal,132.45981023632848,Sr1 Ag2 Sn2
I4/mmm,139,tetragonal,101.7461433319026,Sr1 Si2 Au2
Cmcm,63,orthorhombic,225.94339295041124,Ca6 V2 N6
I4/mmm,139,tetragonal,96.84876423750663,Ca1 Si2 Au2
P-31m,162,trigonal,147.79737472418805,Ba1 Sb2 O6
P-31m,162,trigonal,125.14882486035872,Ca1 Sb2 O6
I4/mmm,139,tetragonal,105.38150769628491,Sr1 Zn2 Ge2
I4/mmm,139,tetragonal,89.34431035703808,Sr1 Co2 Ge2
I4/mmm,139,tetragonal,271.04666987462974,Rb4 Cu4 O4
P6_3/mmc,194,hexagonal,172.4612319424128,Ba2 Ag2 As2
R-3m,166,trigonal,118.94495907009056,Cs1 Tb1 S2
Fm-3m,225,cubic,93.86391477651216,Nd1 Tl1 Ag2
R-3m,166,trigonal,90.01229361556726,Ta2 C1 S2
R-3m,166,trigonal,89.33340584145279,Na1 Tm1 S2
I4/mcm,140,tetragonal,154.43796864996034,Cd2 Cu2 F8
Cmcm,63,orthorhombic,121.91264603184504,V6 As2 C2
Fd-3m,227,cubic,804.6691576768407,Mg6 Ti4 Al36
I4/mmm,139,tetragonal,89.55505727898769,Ba1 B2 Rh2
P6_3mc,186,hexagonal,124.47210053827246,Y2 Si2 Au2
P-6m2,187,hexagonal,107.94142072292728,Sc2 Si2 Au2
P-62m,189,hexagonal,211.1049291308071,Yb3 In3 Ge2 Au1
R-3c,167,trigonal,98.13938979437077,Zn2 C2 O6
P-3m1,164,trigonal,185.7023686198241,Cs2 Nb1 F6
Pa-3,205,cubic,190.58379707042315,P8 Pt4
P-3m1,164,trigonal,163.72872576803263,Rb2 Nb1 F6
P2_1/c,14,monoclinic,373.6542961866066,Sr8 Cu4 O14
I4/mmm,139,tetragonal,71.90703745618303,Li1 Cu2 P2
Fm-3m,225,cubic,166.42523543049188,K2 Na1 In1 F6
P6_3/mmc,194,hexagonal,137.62552898116556,Sc4 S2 O4
I-42d,122,tetragonal,754.094746816133,Si16 O32
P6/mmm,191,hexagonal,65.62925575746162,Y1 Co3 B2
R-3m,166,trigonal,77.51315435082478,Mg2 Ni3 P1
I4/mmm,139,tetragonal,71.42876896116883,Gd1 Ni2 P2
I4/mmm,139,tetragonal,165.60984524378037,Cs2 Hg1 F4
I4/mmm,139,tetragonal,153.0087387449365,Rb2 Hg1 F4
Fm-3m,225,cubic,61.193279517410126,Sc1 Zn1 Rh2
Fm-3m,225,cubic,94.01985251779699,Dy1 Mg1 Cd2
P6_3/mmc,194,hexagonal,129.4899263370977,Ce2 As2 Pd2
P-3m1,164,trigonal,181.4932388793753,Cs2 Li1 Ga1 F6
P6/mmm,191,hexagonal,99.95155576371869,Ce1 Zn3 Cu2
P2_13,198,cubic,192.34777867593758,Zr4 S4 O4
Fm-3m,225,cubic,459.0303079737424,Ti6 Al16 Pt7
P-3m1,164,trigonal,89.70900447040756,Sn1 Se2
P-62m,189,hexagonal,224.0830524658453,Pr3 Mg3 Ga3
I4/mmm,139,tetragonal,64.68536117299355,Ho1 Ni2 B2 C1
I4/mmm,139,tetragonal,150.97635098360493,Cs2 Hg1 O2
P6_3/mmc,194,hexagonal,235.99774282536208,Sm6 Hg2
Cmcm,63,orthorhombic,204.5008738772252,La4 Si4
P-6m2,187,hexagonal,123.57054787921388,Li1 Co6 P4
I4/mmm,139,tetragonal,119.52727817655109,Rb2 Mg1 F4
P2_13,198,cubic,283.55081727344157,Sr4 Si4 Pd4
Fm-3m,225,cubic,73.97779426177354,Zr1 Al1 Au2
P-3m1,164,trigonal,632.3246698302235,Cr8 Te16
F-43m,216,cubic,92.75950416321521,Er1 Cd1 Cu4
P4/nmm,129,tetragonal,171.73019062918746,Rb2 Na2 S2
Immm,71,orthorhombic,106.0174986679713,Ba2 Cu1 O3
I4/mmm,139,tetragonal,161.58706205562336,Ca4 As2 O1
P6_3/mmc,194,hexagonal,177.86383596484134,Zr4 Ni2 As4
P-31m,162,trigonal,87.42423751505956,Cr6 N3
Fm-3m,225,cubic,103.85771212593208,Pm2 Cu1 Sn1
P6_3/mmc,194,hexagonal,165.61604041478193,Er4 In2
Pmc2_1,26,orthorhombic,179.84202608963966,Si6 Mo2 Pt4
I4/mmm,139,tetragonal,63.82407035060218,Ta1 Al3
F-43m,216,cubic,268.9706576895672,V4 Ge1 Se8
P-31m,162,trigonal,94.69836949156831,V6 N3
Cmmm,65,orthorhombic,112.00249452905497,Ca3 Cd1 O4
Fm-3m,225,cubic,59.94607998188378,Sc1 Co2 Sn1
Fm-3m,225,cubic,70.51824779045177,Y1 Ta1 Ru2
Pmn2_1,31,orthorhombic,247.59889700669692,Na6 V2 O8
Ia-3,206,cubic,587.2017636829133,Er16 O24
P-3m1,164,trigonal,76.8460833214114,Hf1 Cu2 P2
Cmcm,63,orthorhombic,233.06854974363043,K4 Ag2 P2
Fm-3m,225,cubic,144.2523289055392,Ba2 Sb1 Au1
Fm-3m,225,cubic,45.25041316897241,Mn3 Si1
I4/mmm,139,tetragonal,156.0800217613231,Yb4 As2 O1
I-43d,220,cubic,612.6940802665009,Li30 Ge8
Immm,71,orthorhombic,196.05886038866498,Sr3 Al2 Si2
R-3m,166,trigonal,220.89948303634682,Yb3 Al6 Cu3
P1,1,triclinic,319.0836833093094,Cu4 Si2 Te6
I4/mmm,139,tetragonal,342.0264345422161,Cs4 Au4 O4
P1,1,triclinic,165.98610458489236,Cs1 Ag1 Br3
F-43m,216,cubic,52.83998339624193,In1 P1
I-42m,121,tetragonal,236.78523347843878,Y1 Sn6 Ru4
P-1,2,triclinic,305.7350482853652,Sc2 P2 S8
P6/mmm,191,hexagonal,36.96532732110153,Tb1 B2
Cmcm,63,orthorhombic,208.0460030021259,Cs2 Au2 O4
Pnma,62,orthorhombic,194.79705766076864,Li4 Nb4 N8
P6_3/mmc,194,hexagonal,199.15421354250515,Sm2 Cd6
Pnma,62,orthorhombic,197.63859234399033,Pr4 Si4
Pnma,62,orthorhombic,193.09311236930225,Nd4 Si4
P-6m2,187,hexagonal,45.986138791817815,Hf1 Zr1
Cmce,64,orthorhombic,459.59202794629715,Na8 Li4 Al4 P8
I4_1/a,88,tetragonal,280.9582597635775,Li8 Ge8
P6/mmm,191,hexagonal,61.41556628605284,Th1 Si2
C2/m,12,monoclinic,144.0415032666812,Er2 Si2 O7
P4/mbm,127,tetragonal,229.526441959915,Ce4 Mg2 Si4
I-4,82,tetragonal,188.88544914803688,Al2 Hg1 Se4
Ima2,46,orthorhombic,130.96007606271917,Rb2 H2 F4
Immm,71,orthorhombic,115.17271315324207,Na2 Pd3 O4
I-4,82,tetragonal,213.49309537286103,In2 Hg1 Se4
Fm-3m,225,cubic,72.68045744880541,Sc2 Ga1 Cu1
P4/nmm,129,tetragonal,140.60155272039577,Sc4 Sb2
Fm-3m,225,cubic,138.68236198897662,K2 H6 Pt1
P-62m,189,hexagonal,111.41090815395107,Ni3 Mo3 P3
Pnma,62,orthorhombic,195.23538610333205,Sn4 Rh8
Fm-3m,225,cubic,63.518399816630726,Zr1 Zn1 Rh2
C2/c,15,monoclinic,355.9995468028094,K6 B2 P4
Pbca,61,orthorhombic,404.68367929104824,Zn8 Sb8
Fm-3m,225,cubic,91.31507824068933,Li1 Pm2 Ir1
Pnma,62,orthorhombic,503.3666822742526,La8 S12
Fddd,70,orthorhombic,158.25288331718332,In4 O4 F4
P6_3/m,176,hexagonal,269.3012703124307,Sr6 Fe2 N6
Imm2,44,orthorhombic,359.40514412922926,Sr2 Si12 N16
Pmmn,59,orthorhombic,199.09838787448632,Ta4 O10
Pm-3m,221,cubic,98.95474686552132,Rb1 Hg1 F3
P2_1/c,14,monoclinic,251.28369180600933,Li8 P8
Fm-3m,225,cubic,56.29971473070706,Ti2 Mn1 Rh1
Fm-3m,225,cubic,99.92140199800868,Ca1 Nd1 Zn2
P4/nbm,125,tetragonal,284.11686936005486,Pt2 Pb8
Pm,6,monoclinic,665.7967503942597,Np12 S20
C2/m,12,monoclinic,305.48396014005107,Ge6 As6
Pa-3,205,cubic,496.5320821273608,Sr4 N8 O24
Cmcm,63,orthorhombic,380.67900992464183,Ba2 Dy2 Cu2 Te6
C2/m,12,monoclinic,287.6306541209411,Ba2 Sb6
Fm-3m,225,cubic,97.63338811540682,Lu2 Tl1 Ag1
R-3m,166,trigonal,143.42914391299593,Li1 Fe6 Ge4
I4mm,107,tetragonal,106.06584787704074,Sr1 Ge3 Pd1
C2/m,12,monoclinic,229.67391546313212,Ta2 Pd1 Se6
Fm-3c,226,cubic,464.6848973552728,Na2 Zn26
P2_1/m,11,monoclinic,174.16469313313925,Ca2 Sb4
I4/mmm,139,tetragonal,101.4530679577596,Sr1 Ge2 Pd2
I-42d,122,tetragonal,108.42727904482041,Ca2 Ge2 N4
Fd-3m,227,cubic,238.3643556726265,Cs2 Bi4
C2/c,15,monoclinic,431.96282317652344,Rb6 B2 As4
P2_1/m,11,monoclinic,288.55187294506356,Ta2 Ni4 Te6
P4_12_12,92,tetragonal,482.4203890172001,Mg4 As16
Cmcm,63,orthorhombic,232.30440472063364,Ba2 Sb4 Pd2
P6/mmm,191,hexagonal,64.74824990219025,Er1 Co3 B2
C2/c,15,monoclinic,453.1682850384172,Sr6 Al4 P8
Pbam,55,orthorhombic,529.0318364020727,Li26 Si8
Pnma,62,orthorhombic,119.42506331875732,Ti4 Si4
P4/mmm,123,tetragonal,64.03447425385062,In1 Cu1 Pt2
Fddd,70,orthorhombic,155.87004954009086,Sr2 B4 Ir4
I4/mcm,140,tetragonal,258.8059865854112,Li2 Sn8 Rh2
Fm-3m,225,cubic,135.4179129979043,Ba2 Fe1 Re1 O6
Fm-3m,225,cubic,97.03142013531017,Pm2 Zn1 Ge1
Fm-3m,225,cubic,51.75934500832446,Yb1 Se1
P6/mmm,191,hexagonal,76.40413214851715,Ce1 Hg2
Pnma,62,orthorhombic,480.1397030574618,Ba4 Zn8 As8
P6_3/mmc,194,hexagonal,103.22556357150238,Sc2 Te2
Ima2,46,orthorhombic,233.4502851513836,Ti6 Fe6 Si6
C2/m,12,monoclinic,257.8086405238964,Al2 Te5
I4/mmm,139,tetragonal,97.1556124313496,Sr1 Ge2 Ir2
Immm,71,orthorhombic,246.63488797950424,Pr3 Cu4 Sn4
Fm-3m,225,cubic,47.932806123139216,Mn2 V1 Ge1
Pnma,62,orthorhombic,446.629812601278,Y12 Pt4
Fm-3m,225,cubic,87.98343085472268,Yb2 Pd1 Au1
Pnma,62,orthorhombic,354.4590822312816,Li4 Ti4 P4 O20
Fm-3m,225,cubic,63.61195458387291,Hf1 Mn1 Rh2
P6/mmm,191,hexagonal,62.05963796687189,Er1 Ga2
I4/mmm,139,tetragonal,274.06499571361394,Rb2 Nb1 Cl6
P-1,2,triclinic,253.45649737104432,Tc4 S8
P2_1/c,14,monoclinic,238.86243427493608,Ca4 Si4 Pd4
Pbam,55,orthorhombic,771.9951382994254,Ca10 Al4 Sb12
Fm-3m,225,cubic,66.2080527360268,Li2 Cd1 Au1
P4/nmm,129,tetragonal,196.1684214918684,K2 Mg2 Sb2
P2_1/m,11,monoclinic,185.90263242562773,K2 S2 O4 F2
C2/m,12,monoclinic,295.70626322038186,Na4 Zr2 Se6
P-62m,189,hexagonal,128.01759754506227,Li5 Ni3 N3
P2/m,10,monoclinic,171.71147048433616,Cr1 Te4 Au1
Fm-3m,225,cubic,87.43194739579914,Y2 Ag1 Ru1
P-1,2,triclinic,224.78176862889126,Ca4 V4 O12
Fm-3m,225,cubic,18.71958066966165,V1 H2
Fm-3m,225,cubic,62.209759201929394,Mg2 Pd1 Rh1
P2_1/c,14,monoclinic,147.11041011653623,Zr4 O8
Fd-3m,227,cubic,362.06500408571844,Y4 Cd2 S8
I-42d,122,tetragonal,211.2140946559792,Cd2 Ge2 As4
Cmcm,63,orthorhombic,111.92250295646824,Li4 In2
