sg_symbol,sg_number,crystal_system,volume,formula
Pmm2,25,orthorhombic,446.7735948241693,Au1 C1 N1
Pmmm,47,orthorhombic,710.1299294197565,Kr1 F2
P-3m1,164,trigonal,217.46006197372364,Mg2 H2 O3
P-3m1,164,trigonal,208.07682806468796,Ni1 H2 O2
P3m1,156,trigonal,379.66341813907565,Bi1 Te1 Br1
P2/m,10,monoclinic,460.7906007383326,Ti1 Nb1 S4
P2_1/m,11,monoclinic,413.99469894336914,Nb2 I2 O4
P4/nmm,129,tetragonal,413.1254897142572,Np2 I2 O2
C2/m,12,monoclinic,2762.7088765133763,Th4 Te8 I8
C2/m,12,monoclinic,504.3237926212899,Tl4 O2
P-3m1,164,trigonal,329.26329224189385,Y2 Cl2 O2
Pmma,51,orthorhombic,894.429179743407,Sr2 Bi2 Br2 O4
P-3m1,164,trigonal,496.2180083539935,Sm2 S2 I2
P-6m2,187,hexagonal,386.91524090721475,Ga2 Te2
P-6m2,187,hexagonal,326.9426626425463,Nb1 S2
P-3m1,164,trigonal,262.71977015123747,Nb1 Se2
P-3m1,164,trigonal,361.5542221377075,Pt1 Se2
P-3m1,164,trigonal,285.6352960003321,Ta1 Se2
P-6m2,187,hexagonal,557.8433397939949,Na3 As1
P-3m1,164,trigonal,366.50468939723163,Sn1 S2
P-3m1,164,trigonal,359.40527219869455,Zr1 S2
P-3m1,164,trigonal,213.66646132884088,Ti2 O1
P4/nmm,129,tetragonal,597.7918572410719,Pr2 Te6
P2_1/m,11,monoclinic,577.8312126478356,U2 S6
P4/mmm,123,tetragonal,257.4759015498649,Ta1 P1
P4/nmm,129,tetragonal,445.64794181603474,Ti2 Se2
P-6m2,187,hexagonal,188.42571790520557,Al1 N1
P312,149,trigonal,992.0836396844795,Sc1 Ag1 P2 Se6
P312,149,trigonal,1026.6872226867217,Er1 Ag1 P2 Se6
P312,149,trigonal,1018.4892329794673,Tm1 Ag1 P2 Se6
P2_1/c,14,monoclinic,1077.9839434770472,Pd2 S4
P-6m2,187,hexagonal,321.90250998071275,Ta1 Se2
C2,5,monoclinic,905.253754696795,S5 N6
Pmc2_1,26,orthorhombic,1831.5329597810774,P8 S6
P2_1,4,monoclinic,958.860834403648,As4 O6
Pc,7,monoclinic,622.9203287109971,As4 O6
Pccm,49,orthorhombic,859.2020962674818,Si2 S4
P-6m2,187,hexagonal,339.1252853914186,Mo1 Se2
P2_1/m,11,monoclinic,637.4930740828696,Zr2 Se6
P-3m1,164,trigonal,277.1544976759726,Ta1 S2
P2_1/m,11,monoclinic,1199.2592565850427,Ta2 Te8 Ir2
P-6m2,187,hexagonal,335.62011650538307,W1 Se2
C2/m,12,monoclinic,973.721938962776,Si6 As6
P-3m1,164,trigonal,377.76185401570643,Ti1 Te2
P-6m2,187,hexagonal,471.2556808455941,Ga2 Se2
P-6m2,187,hexagonal,249.27772200823435,Ta1 S2
P4/nmm,129,tetragonal,453.81577586806384,Pb2 O2
P4/nmm,129,tetragonal,426.1122099729811,Rb2 Mn2 As2
P4/nmm,129,tetragonal,306.056346763014,Fe2 Se2
P4/nmm,129,tetragonal,433.28959893687005,K2 Mn2 P2
P-3m1,164,trigonal,383.2313453471305,Zr1 Se2
P2_1/m,11,monoclinic,737.2462365301792,Zr2 Te6
P4/nmm,129,tetragonal,438.9259057702767,Sn2 O2
P4/nmm,129,tetragonal,412.9866047815779,Ca2 Mn2 Si2
P4/nmm,129,tetragonal,351.61511503025383,Fe2 Te2
P-3m1,164,trigonal,306.19031655734415,Ti1 S2
P4/nmm,129,tetragonal,427.29228972773706,Sn2 Se2
P-3m1,164,trigonal,332.33416956665246,Ti1 Se2
P-6m2,187,hexagonal,355.4029740738668,Nb1 Se2
C2/m,12,monoclinic,838.4505940433272,C2 S4
P-6m2,187,hexagonal,266.3662836415733,W1 S2
P312,149,trigonal,951.2324460717133,In1 Ag1 P2 S6
P2_1/m,11,monoclinic,785.4617917835551,Te4 W2
Pbam,55,orthorhombic,1364.623633283378,Hg2 Cl4
P-3m1,164,trigonal,331.3549952785114,Te2 Ir1
P-3m1,164,trigonal,517.1082113811351,Pb1 I2
P-3m1,164,trigonal,496.7754738686358,Pb1 I2
P-3m1,164,trigonal,315.53008545709463,Te2 Rh1
P4/nmm,129,tetragonal,343.5829801106293,Cu2 Br2
P4/nmm,129,tetragonal,499.1722252936903,Pb2 I2 F2
P2_1/m,11,monoclinic,791.9219393859462,Sb2 S2 Br2
Pmn2_1,31,orthorhombic,831.6430104613047,Sb2 Se2 I2
Pmmn,59,orthorhombic,654.4707796152454,Sb2 S2 I2
P2_1/m,11,monoclinic,1160.3237746817347,Bi2 Se2 I2
P2_1/m,11,monoclinic,1163.811452421587,Sb2 S2 I2
P2_1/m,11,monoclinic,1228.0852745910797,Bi4 Se6
P-1,2,triclinic,1529.6302677186163,Sb2 Cl10
P-62m,189,hexagonal,826.999333682975,B1 Cl3
P-4m2,115,tetragonal,493.76646843649377,Hg1 I2
P-31m,162,trigonal,558.7659735898065,Fe2 Cl6
P-3m1,164,trigonal,415.75400102605346,Mg1 I2
P-3m1,164,trigonal,341.29069025608544,Mg1 Cl2
P-62m,189,hexagonal,914.960041008512,B1 Br3
P-3m1,164,trigonal,286.1767522201716,Fe1 Cl2
Pmc2_1,26,orthorhombic,1387.5008010199044,P2 Cl6
Pmm2,25,orthorhombic,1155.5820859724888,Ti2 I6
P2_1/m,11,monoclinic,972.5022297597488,As2 Cl6
P-31m,162,trigonal,1489.7751509407753,Sb2 I6
P-1,2,triclinic,1155.8609991968174,Al2 Br6
Pmma,51,orthorhombic,1031.4125720445322,Ru2 Br6
Pmm2,25,orthorhombic,1025.9213062495242,Mo2 Br6
P2_1,4,monoclinic,1054.021581562165,As2 Br6
P2_1/m,11,monoclinic,837.5205837230201,Bi2 S2 Br2
P-3m1,164,trigonal,631.6833791450465,Bi4 Te2 I2
P2_1/m,11,monoclinic,1306.794759002498,Bi2 S2 I2
P2_1,4,monoclinic,393.2046794743366,S2 N2
P-1,2,triclinic,408.9439698840477,S2 N2
Pc,7,monoclinic,927.0412478011013,Si2 H8
P2_1/c,14,monoclinic,1025.1180077372526,Pd2 Se4
Pmc2_1,26,orthorhombic,1684.9589668629355,H2 S14 N2
Pc,7,monoclinic,2725.858651087595,P8 Se10
Pmma,51,orthorhombic,518.1376446201266,Ca2 Sn2
P-6m2,187,hexagonal,310.1504654591523,Ga2 S2
P-3m1,164,trigonal,190.71200451183418,Ti1 O2
P-3m1,164,trigonal,179.05728525258868,Mn1 O2
P-3m1,164,trigonal,305.5346944532936,Ni1 Te2
P-1,2,triclinic,933.0562492701816,Hg2 P2 S6
C2/m,12,monoclinic,805.8117832991558,Cr2 I4
Pmc2_1,26,orthorhombic,1512.7556636596653,P2 Br6
P-1,2,triclinic,997.1506512645268,Nb2 Se4 Cl4
C2/m,12,monoclinic,1875.897592378653,Nb4 S8 Cl8
Pmn2_1,31,orthorhombic,1054.159351651873,Sb2 Br6
P-3m1,164,trigonal,302.3413905726684,Zr2 Cl2
P222,16,orthorhombic,736.8256654706423,Al1 P1 S4
P-3m1,164,trigonal,289.29596930988936,Sc2 Cl2
P2_1/m,11,monoclinic,1405.107433061883,As8 S6
P-3m1,164,trigonal,342.7944983994885,Si1 Te2
C2/m,12,monoclinic,1627.9215507463723,Cr4 Cl12
Pmn2_1,31,orthorhombic,1596.9708367546718,Te8 Br4
Pmn2_1,31,orthorhombic,1673.9035752482587,Te8 I4
P1,1,triclinic,943.5271195361466,S3 N2 Cl2
C2/m,12,monoclinic,1975.2719109247466,Bi8 I8
P-31m,162,trigonal,957.5986491345498,Cr2 Br6
P-3m1,164,trigonal,335.4329151550295,Ti1 Br2
Pmmn,59,orthorhombic,414.54909368253345,Ti2 I2 N2
P-3m1,164,trigonal,328.9752082775743,Tb2 Br2
P-3,147,trigonal,2728.30553326333,Ge8 S12 I8
P-3m1,164,trigonal,542.4489331047981,Ge1 Bi2 Te4
Pm,6,monoclinic,854.316757243231,S3 N3 Cl3
Pmm2,25,orthorhombic,553.5982884998723,C1 Br1 N1
P2_1/m,11,monoclinic,1065.7198440910117,Ba2 Br2 Cl2
P-3m1,164,trigonal,909.5089646383339,Pb2 Br4
P2_1/m,11,monoclinic,1084.3518767416049,Sb4 S6
P-3m1,164,trigonal,242.55866609877563,Ti1 Cl2
P-31m,162,trigonal,803.6857927620465,V2 Cl6
P-6m2,187,hexagonal,306.98796021666476,Mo1 S2
P312,149,trigonal,854.4012352550919,Zr1 Fe1 Cl6
P312,149,trigonal,867.611695547124,Hf1 Fe1 Cl6
P-3m1,164,trigonal,395.83797216128613,Cd1 I2
P1,1,triclinic,1316.5659313401645,Te1 Au1 Cl7
P-3m1,164,trigonal,288.5100990607862,Sc2 N1 Cl2
Pmmm,47,orthorhombic,1895.4561106901335,Ta2 I4 Cl4
P2_1/m,11,monoclinic,1401.2104242423363,Al6 Te6 I2
P-1,2,triclinic,2024.962244169825,Nb4 Te12 I2
P4/mmm,123,tetragonal,383.8824516026103,Nd1 I2
Pmc2_1,26,orthorhombic,2054.927367500981,Nb6 Ge2 Te12
Cm,8,monoclinic,917.8470869230855,P2 Se5
P2_1,4,monoclinic,1782.8244032661746,P8 Se8
C2/m,12,monoclinic,341.8459574058285,Cr1 S2
P4/mmm,123,tetragonal,398.85446045089714,Hf3 Te2
P3m1,156,trigonal,1075.4661630721826,Nb3 Te1 Cl7
Pmm2,25,orthorhombic,998.0314232145308,Sr1 Th1 Br6
P3m1,156,trigonal,1320.0383182601763,Ta3 Te1 I7
P-31m,162,trigonal,785.2857956385343,Fe2 P2 Se6
P1,1,triclinic,1385.9236392189362,Al1 Te1 I7
P1,1,triclinic,1080.2880783344406,Al1 Se1 Br7
P2/c,13,monoclinic,1162.1644077824812,Hf2 Cl8
P2_1/c,14,monoclinic,2352.365700457229,Al8 Te12
P1,1,triclinic,1386.3610273125423,Ga1 Te1 I7
P-3m1,164,trigonal,399.80937378718517,Tm1 I2
P3m1,156,trigonal,1429.2559740284507,Nb3 Te1 I7
P-3m1,164,trigonal,338.76389642228895,Si2 H2
P-3m1,164,trigonal,270.8902428470297,Sc2 C1
P3m1,156,trigonal,932.5140615435744,Nb3 Cl8
P-3m1,164,trigonal,313.1332077348287,Co1 Br2
P-31m,162,trigonal,658.6499262646824,Tl2 Sb2 O6
Pm,6,monoclinic,1889.549986715731,Pd6 S6 Cl6
Pmm2,25,orthorhombic,1293.8441854509474,As1 Cl5
P-3m1,164,trigonal,355.0939913146317,Hf2 Br2 N2
P-1,2,triclinic,1521.655827330732,Al2 I6
P-3,147,trigonal,909.2768056375529,Mg2 P2 Se6
Cm,8,monoclinic,1027.0678765511752,Ta3 S1 Br7
P-31m,162,trigonal,1146.9727209998111,Al2 Si2 Te6
P2/c,13,monoclinic,1001.2634354959856,P4 Pd4 Se4
Pc,7,monoclinic,2761.779495414692,Nb2 I10
Pmmn,59,orthorhombic,367.7014454198108,Cr2 Br2 O2
Pmmm,47,orthorhombic,345.1407744784395,V1 Br2 O1
P-3m1,164,trigonal,423.04463796625964,Hf1 Te2
P3m1,156,trigonal,514.3958963167058,Bi2 Te3
P-31m,162,trigonal,1122.2331211635167,Cr2 Si2 Te6
P-3m1,164,trigonal,419.18049968609324,Te2 Pt1
P-3m1,164,trigonal,269.699136027676,Nb2 C1 S2
P6/mmm,191,hexagonal,161.98486111678992,C2
P-6m2,187,hexagonal,276.514980004411,Ta1 Se2
C2/m,12,monoclinic,1853.8609856065004,Cd4 P4 S12
P-1,2,triclinic,1028.1608287344209,Re4 Se8
C2/m,12,monoclinic,302.8344337686735,Ti1 S2
R-3m,166,trigonal,643.3561345347841,Mo2 S4
P4/nmm,129,tetragonal,426.0449378806052,Ni2 Se2
P-3m1,164,trigonal,276.6698494868963,Nb2 C1 S2
P-6m2,187,hexagonal,388.4681037359684,Te2 Mo1
P4/nmm,129,tetragonal,323.39333121071166,Cr2 Se2
C2,5,monoclinic,2028.865389437912,P8 S8
P-3m1,164,trigonal,263.79905141421705,Pt1 O2
C2,5,monoclinic,827.0911507059305,V1 Ag1 P2 Se6
P-6m2,187,hexagonal,203.93241522137183,Al1 N1
P-3m1,164,trigonal,398.99935953875274,Sn1 Se2
Pmn2_1,31,orthorhombic,485.8610934141407,Sn2 Se2
P-3m1,164,trigonal,291.6298374848578,V1 Se2
P-1,2,triclinic,1092.9059446495137,Sc2 P2 S8
P312,149,trigonal,839.9318828527039,Ga1 Ag1 P2 Se6
P-3m1,164,trigonal,1214.1141495227416,Tl2 Pd4 Se6
P-3m1,164,trigonal,169.87790105179664,Ni1 O2
Pm,6,monoclinic,945.6507638045995,P4 S5
P2/c,13,monoclinic,944.2494701186333,P4 Pd4 S4
P4/nmm,129,tetragonal,630.0668321579838,Nd2 Te6
P2_1/m,11,monoclinic,785.8013604582613,Te4 Mo2
P-3m1,164,trigonal,282.76384766852954,Cr1 S2
P-6m2,187,hexagonal,223.3106265876516,Mo1 Se2
P-6m2,187,hexagonal,246.0273130071309,Nb1 Se2
P-3m1,164,trigonal,331.27795562850355,Pt1 S2
P-3m1,164,trigonal,270.8945718557086,Ta2 C1 S2
P-3m1,164,trigonal,414.03667802442095,Te2 Pd1
P4/nmm,129,tetragonal,449.054124347715,Zr2 S2
P-3m1,164,trigonal,261.3234097149378,Pt1 O2
P-6m2,187,hexagonal,297.9332337695732,Ta1 Se2
P-6m2,187,hexagonal,109.15804376976695,B1 N1
P-6m2,187,hexagonal,189.60796593998762,Ga1 N1
P312,149,trigonal,814.6772051739517,Sc1 Ag1 P2 S6
P-6m2,187,hexagonal,573.7924456623152,Ta2 Se4
P-3m1,164,trigonal,1426.0836713771134,Tl2 Te6 Pt4
P-3m1,164,trigonal,1322.2940525201557,Tl2 Pt4 S6
P-3,147,trigonal,917.3035880170328,Cd2 P2 S6
P4/nmm,129,tetragonal,580.0929381169135,Sm2 Te6
P2_1/m,11,monoclinic,682.5575327969449,U2 Se6
P-3m1,164,trigonal,410.511562789812,Mg1 Al2 Se4
P-1,2,triclinic,919.0535529459381,Tc4 S8
P-3m1,164,trigonal,234.62936061887405,V1 S2
P42_12,90,tetragonal,1701.8163081557968,Tl8 Sn2 S6
P2_1/m,11,monoclinic,620.7621132947196,Hf2 Se6
P-6m2,187,hexagonal,167.5963171003217,B1 N1
P-3m1,164,trigonal,350.4570847450598,Hf1 S2
P-3m1,164,trigonal,378.8295212745157,Hf1 Se2
P-3m1,164,trigonal,296.74928702973665,Ga2 S2
P2_1/m,11,monoclinic,578.4266119453014,Zr2 S6
P2/m,10,monoclinic,355.7004365575801,Dy2 B2 C2
P-3m1,164,trigonal,260.99824953534045,Nb1 S2
P-3m1,164,trigonal,394.3404776228121,Sn1 S2
Pmc2_1,26,orthorhombic,1260.0714371336417,Si4 P8
Pmna,53,orthorhombic,467.2732499501406,P4
P2_1/m,11,monoclinic,736.6865949620949,Te4 Mo2
Cmme,67,orthorhombic,492.48241917820354,Au2 I2
P-3m1,164,trigonal,313.75881714094237,Fe1 Br2
P4/nmm,129,tetragonal,432.177802672181,Na2 Zn2 P2
P4/mmm,123,tetragonal,395.7945962405906,Hg2 F2
Pmmn,59,orthorhombic,584.993954826073,Er2 S2 Cl2
P4/nmm,129,tetragonal,502.56176615331526,Rb2 Li2 S2
C2/m,12,monoclinic,805.2996924137228,Al2 Te5
P4/nmm,129,tetragonal,395.7720344737754,In2 S2
P-31m,162,trigonal,890.7673608298961,Sc2 Cl6
Pmmn,59,orthorhombic,384.6488587122976,Ti2 Br2 N2
P6/mmm,191,hexagonal,414.44936746730514,U1 O2 F2
P-3m1,164,trigonal,536.1428462388623,Sn1 Sb2 Te4
P-1,2,triclinic,902.8099711380322,Bi4 O6
P-1,2,triclinic,854.7535712548805,P2 I4
Pmmn,59,orthorhombic,353.6808826801592,V2 Cl2 O2
C2/m,12,monoclinic,1893.8825148036422,Ir4 Br12
C2/m,12,monoclinic,1839.0158876884966,Rh4 Br12
P2/m,10,monoclinic,564.4818564340651,Au2 Se2
P-3m1,164,trigonal,345.01057600442016,Mg1 Br2
Pmmn,59,orthorhombic,366.91872408966833,Ti2 N2 Cl2
Pmmm,47,orthorhombic,357.91898152487715,Os1 Cl2 O1
P3m1,156,trigonal,446.1139842847745,Bi1 Te1 Cl1
P4/nmm,129,tetragonal,450.0740870157081,Bi2 Cl2 O2
Pmmn,59,orthorhombic,917.5060295550946,Nd2 Br6
P-3m1,164,trigonal,346.5953441504421,Mn1 Br2
P4/mmm,123,tetragonal,544.7887466973972,Pb1 F4
P3m1,156,trigonal,263.64835645328526,Ni1 Br2
P-3m1,164,trigonal,234.63221526484813,Ni1 Cl2
P-6m2,187,hexagonal,258.06290042662545,Zr1 Cl2
P-3m1,164,trigonal,451.6052483317185,Sb2 Te2 Se1
C2/m,12,monoclinic,1636.847709528094,Rh4 Cl12
P2_1/m,11,monoclinic,662.4523259273942,Te2 Rh2 Cl2
Pmmn,59,orthorhombic,409.03249612344894,Zr2 I2 N2
P4/nmm,129,tetragonal,636.6291107291015,K2 Mg2 Sb2
P-3m1,164,trigonal,297.1034555099474,Sc2 C1 Cl2
P2_1/m,11,monoclinic,503.2385809965576,Ti2 S6
P2/c,13,monoclinic,1365.3597333434998,K2 Sb2 S4
P-3,147,trigonal,1065.326088638856,Re1 Ag2 Cl6
P4/nmm,129,tetragonal,503.0995344872883,Th2 Br2 N2
C2/m,12,monoclinic,1809.7261185613222,Ir4 Cl12
Pbcm,57,orthorhombic,742.369003022523,Tl4 F4
P2/m,10,monoclinic,705.8794684730634,K1 Au1 Se2
P4/nmm,129,tetragonal,447.5930846553972,Tm2 I2 O2
P6/mmm,191,hexagonal,1828.7118727372333,Rb4 Pd6 S8
P4/mmm,123,tetragonal,752.1177225127298,Ba4 Sb2 O1
P-3m1,164,trigonal,485.3494988039763,Ca1 I2
P222,16,orthorhombic,689.6580655295061,B1 P1 S4
P-3m1,164,trigonal,421.79978741942006,Cd1 Br2
P4/nmm,129,tetragonal,440.9668652084118,Sm2 Br2 O2
Pmmn,59,orthorhombic,831.6180803333368,Dy2 Cl6
P2_1/m,11,monoclinic,560.7230689475566,K2 Tl2 O2
P4/nmm,129,tetragonal,433.3420792178666,Th2 N2 Cl2
P-3m1,164,trigonal,490.59151859946877,Bi2 Te2 Se1
P-3m1,164,trigonal,231.97345338267968,Co1 Cl2
P4/nmm,129,tetragonal,437.9077340117909,Pb2 Cl2 F2
P-31m,162,trigonal,1350.752208202964,Bi2 I6
Pmmn,59,orthorhombic,1038.6834571980633,Sm2 Br6
Pmmn,59,orthorhombic,692.0072508624401,Er2 Se2 I2
Pmmm,47,orthorhombic,463.2656348473674,Na2 Pd3 O4
P2/m,10,monoclinic,627.6424914007849,Ta2 I4 O2
P4/nmm,129,tetragonal,554.9356818578832,Rb2 Li2 Se2
P4/nmm,129,tetragonal,509.32051911423986,Th2 I2 N2
P-3m1,164,trigonal,774.8028591348645,K4 Hg1 As2
Pmmm,47,orthorhombic,346.77127419109394,Ru1 Cl2 O1
P4/nmm,129,tetragonal,484.0318960222806,Nd2 Br2 O2
Pmmn,59,orthorhombic,628.197766751715,Dy2 S2 Br2
P4/mmm,123,tetragonal,310.12587115833213,Sr1 O2
Pmmn,59,orthorhombic,611.5619845440261,Lu2 S2 Br2
P-3m1,164,trigonal,399.7858207502305,Mn1 I2
P4/nmm,129,tetragonal,481.012447087979,Bi2 I2 O2
P4/nmm,129,tetragonal,571.8487960382935,Ba2 I2 F2
P4/mmm,123,tetragonal,363.72750268315883,Ba1 O2
P2/c,13,monoclinic,1101.8347175259973,Rb2 Bi2 O4
Pmma,51,orthorhombic,1351.0046884346832,Rb2 Au2 S2
C2/m,12,monoclinic,2035.2532219904958,Y4 Cl12
P-3,147,trigonal,1171.3971158439965,As2 I6
P4/nmm,129,tetragonal,461.0621968677428,Na2 Zn2 As2
P4/nmm,129,tetragonal,408.88370287179316,Ca2 H2 Br2
Pmma,51,orthorhombic,1457.7404838333782,Rb2 Au2 Se2
P4/nmm,129,tetragonal,446.9768303112608,Bi2 Br2 O2
P4/nmm,129,tetragonal,468.19354580308857,Ca2 H2 I2
