sg_symbol,sg_number,crystal_system,volume,formula
R-3,148,trigonal,101.76533342205869,Li1 As1 F6
R-3,148,trigonal,93.59810562036526,Li1 P1 F6
Cmcm,63,orthorhombic,225.94339295041124,Ca6 V2 N6
P-31m,162,trigonal,147.79737472418805,Ba1 Sb2 O6
P-31m,162,trigonal,125.14882486035872,Ca1 Sb2 O6
P-31m,162,trigonal,135.60554243972055,Sr1 Sb2 O6
Pna2_1,33,orthorhombic,463.71995760285444,Li4 P20
I4_1md,109,tetragonal,135.83581785138443,Ta2 Cr2 O8
R-3,148,trigonal,136.61713410914908,Zr1 Pd1 F6
C2,5,monoclinic,237.0230019133653,Cs1 Ga1 P3 H1 O10
P321,150,trigonal,314.35793789082237,Sr3 Ta1 Ga3 Si2 O14
Amm2,38,orthorhombic,76.35838416475433,Zr1 Pb1 O3
R-3c,167,trigonal,98.13938979437077,Zn2 C2 O6
P-3m1,164,trigonal,185.7023686198241,Cs2 Nb1 F6
C2/c,15,monoclinic,182.17342438942597,Ba2 S4
P-4c2,116,tetragonal,317.88634452841995,Ge12 Os8
Pa-3,205,cubic,190.58379707042315,P8 Pt4
P-3m1,164,trigonal,163.72872576803263,Rb2 Nb1 F6
P2_1/c,14,monoclinic,373.6542961866066,Sr8 Cu4 O14
P6_3/mmc,194,hexagonal,137.62552898116556,Sc4 S2 O4
I-42m,121,tetragonal,149.27376762706558,Zn1 Ga2 S4
I-42d,122,tetragonal,754.094746816133,Si16 O32
I4/mmm,139,tetragonal,165.60984524378037,Cs2 Hg1 F4
I4/mmm,139,tetragonal,153.0087387449365,Rb2 Hg1 F4
P3_121,152,trigonal,221.55424513222482,Rb3 N3 O6
P2_13,198,cubic,192.34777867593758,Zr4 S4 O4
P-3m1,164,trigonal,89.70900447040756,Sn1 Se2
P-3m1,164,trigonal,104.56532606640349,La2 Se1 O2
I4/mmm,139,tetragonal,119.52727817655109,Rb2 Mg1 F4
P6_122,178,hexagonal,872.0592226634262,Cs6 Cu6 Cl18
P4/nmm,129,tetragonal,171.73019062918746,Rb2 Na2 S2
Fdd2,43,orthorhombic,196.17253744515978,Na2 Bi2 S4
P4/nmm,129,tetragonal,144.93978458012216,Rb2 Li2 S2
P6_3/mmc,194,hexagonal,202.46479935898114,As2 F10
P1,1,triclinic,185.70476294439536,Li5 Cr2 O8
Cm,8,monoclinic,99.41018262373589,Ba1 Be1 Si1 O4
Cmmm,65,orthorhombic,112.00249452905497,Ca3 Cd1 O4
Fmm2,42,orthorhombic,204.1370672707876,Cs3 Li2 F5
P4/mmm,123,tetragonal,58.150074802627906,Sr1 Fe1 O2
Cmc2_1,36,orthorhombic,314.7317786742303,Na10 W2 N2 O8
Cmc2_1,36,orthorhombic,188.52205741732305,Ti6 N4 O6
P-3m1,164,trigonal,219.3227497775742,Mg2 Al2 Se5
Cmcm,63,orthorhombic,233.06854974363043,K4 Ag2 P2
P2_1,4,monoclinic,251.9487476832162,Li2 Si2 P2 C2 O14
Fm-3m,225,cubic,144.2523289055392,Ba2 Sb1 Au1
P31m,157,trigonal,277.6903182990845,K3 Nb3 B2 O12
I-42d,122,tetragonal,464.02309527834376,Li2 Mg8 V6 O24
Cmc2_1,36,orthorhombic,318.8416296265065,Sr4 Nb4 O14
P2_13,198,cubic,620.6653399876849,K12 Sb4 O12
P321,150,trigonal,383.13930734735067,Na6 Ge3 F18
P6_3,173,hexagonal,619.5557624386802,Pr6 Si2 Ag2 Se14
P6_3mc,186,hexagonal,659.606468788283,K12 Mn2 S8
P6_3,173,hexagonal,623.938451073471,Nd6 Cu2 Sn2 Se14
I23,197,cubic,546.0859119238614,Ge1 Bi12 O20
F-43m,216,cubic,52.83998339624193,In1 P1
Pm-3m,221,cubic,439.325988612282,La7 Y1 Al8 O24
Fd-3m,227,cubic,150.50009980170466,Rb2 Ga2 O4
P-4m2,115,tetragonal,758.4322530383837,K4 Nb8 Si1 P4 O34
Pnma,62,orthorhombic,194.79705766076864,Li4 Nb4 N8
Cc,9,monoclinic,344.2208200546535,Li6 Sb2 S8
P2_13,198,cubic,602.6922607168758,Li8 Ti12 Zn4 O32
Pmc2_1,26,orthorhombic,251.21715375582468,Na4 Nb4 O12
Pnma,62,orthorhombic,260.8418564575956,Al12 N4 O12
Pbcn,60,orthorhombic,456.7949706629296,Si12 O24
P6_3mc,186,hexagonal,323.9229860028206,Zn8 S8
P2_1/c,14,monoclinic,489.08138606005156,Na8 Sb8
P2/m,10,monoclinic,271.7286749917454,Ca1 Pb1 I4
Imma,74,orthorhombic,276.905284915789,Li2 Sb2 W2 O12
Imma,74,orthorhombic,147.06232012896567,Mg2 Ga4 O8
Cc,9,monoclinic,289.7103907443889,Li4 V2 P4 O16
C2,5,monoclinic,267.0313139751245,Na2 H18 O10
I-4,82,tetragonal,188.88544914803688,Al2 Hg1 Se4
Ima2,46,orthorhombic,130.96007606271917,Rb2 H2 F4
P2_12_12_1,19,orthorhombic,831.0818464946708,Ba4 Na4 P12 O36
Immm,71,orthorhombic,115.17271315324207,Na2 Pd3 O4
I-4,82,tetragonal,213.49309537286103,In2 Hg1 Se4
Cc,9,monoclinic,543.4178450229477,Tl8 Si2 S8
R-3m,166,trigonal,139.01783205683188,Rb1 La1 Se2
P1,1,triclinic,308.10259845529396,Li2 Al2 Si4 H4 O14
R3m,160,trigonal,202.5300319351443,Zn5 S5
P3_221,154,trigonal,284.9259726541222,Sr3 P6 Ir6
I-42d,122,tetragonal,280.93004904357014,In2 Ag2 Te4
Aea2,41,orthorhombic,838.2787287687039,K4 Hg6 Ge4 S16
Cmc2_1,36,orthorhombic,350.45579467268755,Ba2 Zn4 Si4 O14
Pm,6,monoclinic,276.05719472132927,Cd3 As1 I3
P1,1,triclinic,130.4858407006654,Li7 V1 O5 F1
C2,5,monoclinic,227.54213157541494,Na3 Ti2 P2 O10 F1
P3_121,152,trigonal,295.6378143517353,B3 P3 Pb3 O15
Imm2,44,orthorhombic,359.40514412922926,Sr2 Si12 N16
Pm-3m,221,cubic,98.95474686552132,Rb1 Hg1 F3
P2_1/c,14,monoclinic,251.28369180600933,Li8 P8
Pna2_1,33,orthorhombic,402.61159990357777,Be4 P4 H12 O20
C2/m,12,monoclinic,167.1943758086769,Cr3 O8
P23,195,cubic,768.5578471234724,Na8 Al6 Si6 S1 O28
F-43m,216,cubic,111.0058538220805,K1 Cl1 O4
C2/m,12,monoclinic,305.48396014005107,Ge6 As6
P1,1,triclinic,197.97036659019645,Na3 Li1 Mn5 O9
P2_1,4,monoclinic,321.4103145944264,Na2 Y2 P4 O14
P2_12_12_1,19,orthorhombic,1198.442535383271,Na16 Sn4 Te16
P-6m2,187,hexagonal,68.04033614746585,Sr1 Li1 P1
P-42_1m,113,tetragonal,408.1206582714428,Ba4 Cu2 Ge4 O14
I-42d,122,tetragonal,108.42727904482041,Ca2 Ge2 N4
Cmc2_1,36,orthorhombic,566.7985569804804,P6 Br6 N6 F6
P6_3/mmc,194,hexagonal,353.7150568054444,K6 Sb2
P1,1,triclinic,131.24753550661092,Te1 H6 O6
P2_12_12_1,19,orthorhombic,329.7741335268151,Er4 Cu4 S8
P4_12_12,92,tetragonal,482.4203890172001,Mg4 As16
Imm2,44,orthorhombic,273.04274739986977,Zn2 Fe2 H8 O4 F10
P1,1,triclinic,156.11958652133134,Li5 Mn3 O5 F3
Ama2,40,orthorhombic,120.53708264539804,Dy2 B2 O6
P321,150,trigonal,213.13243646516477,Rb1 Fe1 Se2 O8
P2_1,4,monoclinic,341.66127520546723,Li4 Co2 Si6 O16
P6_422,181,hexagonal,262.0229673146332,Al3 P3 O12
Pm,6,monoclinic,168.93699661072426,Li1 Fe2 C3 O9
P-31m,162,trigonal,451.24906926307136,Ba2 Ca1 I6
P4_2/ncm,138,tetragonal,318.3275769417379,Au4 I4
Cc,9,monoclinic,241.17192300613377,Ta4 Sn2 O12
P2_1/c,14,monoclinic,232.07539102425577,Ag4 P8
P2_1,4,monoclinic,145.4705361068143,V2 O2 F6
P4_2mc,105,tetragonal,1175.1154251512794,Li20 Sn2 P4 Se24
Pnma,62,orthorhombic,480.1397030574618,Ba4 Zn8 As8
P6_3mc,186,hexagonal,528.1568985504782,Mg6 Be2 Al16 O32
P1,1,triclinic,98.22180055255069,Nb1 Bi1 O4
Pna2_1,33,orthorhombic,406.66729776250395,In4 Ag4 S8
C2/m,12,monoclinic,257.8086405238964,Al2 Te5
Pma2,28,orthorhombic,269.9251163910662,Hg4 Te2 O6
P2_12_12_1,19,orthorhombic,1146.0303160619142,Ag16 P8 Se24
P1,1,triclinic,168.88359433657305,Sr2 H8 O6
P-62m,189,hexagonal,273.49033592253613,Ba3 Cl6
Pna2_1,33,orthorhombic,378.9991631132482,Li12 V4 B4 O20
P6_3/mmc,194,hexagonal,321.8350763936657,Rb2 V2 Br6
P2_12_12_1,19,orthorhombic,440.87438034248197,Ba4 La4 Ga4 O16
P2_1,4,monoclinic,194.35679688419705,Al2 P2 O8
Ima2,46,orthorhombic,269.5468927068925,Na4 Mg2 Al2 F14
Pmc2_1,26,orthorhombic,492.1440217576631,Cs2 Li6 Br8
Ibam,72,orthorhombic,418.3287580087063,Cs4 Sn2 As4
Ibam,72,orthorhombic,381.59548323028207,Rb4 Sn2 As4
Pc,7,monoclinic,704.8890735235636,Ga2 Se2 Br14
P1,1,triclinic,511.4742064560008,Sr3 Ca1 I8
Pbam,55,orthorhombic,771.9951382994254,Ca10 Al4 Sb12
Cmce,64,orthorhombic,382.82435912467554,Ca8 Nb4 N12
P4/nmm,129,tetragonal,196.1684214918684,K2 Mg2 Sb2
P2_1/m,11,monoclinic,185.90263242562773,K2 S2 O4 F2
P-1,2,triclinic,1688.2350537578545,K30 W14 N38
P1,1,triclinic,186.95702629397255,Li3 Co2 Ge2 O8
Ibam,72,orthorhombic,410.68882485284684,Rb4 Mn2 Te4
Ibam,72,orthorhombic,375.8725371388708,K4 Mn2 Te4
P2_12_12_1,19,orthorhombic,473.540090196453,Er8 W4 O24
P1,1,triclinic,244.72532608145488,Sc4 Se6
P2_12_12_1,19,orthorhombic,790.981459442685,Rb4 P4 Pb4 S16
C2,5,monoclinic,818.1721869571853,Rb4 Cr4 I12
P2_1/c,14,monoclinic,147.11041011653623,Zr4 O8
C2/m,12,monoclinic,359.83806276990083,Sr4 P12
P2_1/c,14,monoclinic,599.5945493432381,As8 Se12
P1,1,triclinic,123.34384035076332,Ag3 S1 I1
P2_1/c,14,monoclinic,396.1635065680199,P4 H12 N4 F20
P2_1/c,14,monoclinic,583.5475999492286,Zn8 As16
C2/m,12,monoclinic,209.8385757663109,Y4 Se3 N2
R3,146,trigonal,206.10213933033089,Li1 Mn1 P3 O9
Fdd2,43,orthorhombic,364.9423405975183,V4 Te4 O18
Ama2,40,orthorhombic,334.96939182318863,Na4 Zn4 Si4 O14
P321,150,trigonal,650.7305223103627,Li9 Er3 Cl18
P2_12_12_1,19,orthorhombic,972.6361739639323,Rb8 Se20
P-6c2,188,hexagonal,388.18608715483145,K2 Mg2 P6 O18
Pnc2,30,orthorhombic,132.18455445339896,Ta2 Ga2 O8
P-42_1m,113,tetragonal,236.7139078508787,Ba2 Se6
Ama2,40,orthorhombic,116.32406409705628,Tm2 B2 O6
C2/c,15,monoclinic,381.58892031151083,Ba6 Cu6 N6
C2,5,monoclinic,269.16208440387965,Sr4 Ta4 N4 O8
C2/m,12,monoclinic,117.68927256041279,Lu2 B2 O6
Fdd2,43,orthorhombic,256.9164558477594,Ca2 Cl4 O12
I-4,82,tetragonal,294.78169647143613,K2 Sr1 P4 O12
Pbcn,60,orthorhombic,144.5293250760723,Zn4 F8
P-42_1m,113,tetragonal,305.8774855498553,Ca4 Al4 Si2 O14
Fddd,70,orthorhombic,192.27664603052608,Ca2 N12
F-43m,216,cubic,51.332252432220166,Ti1 Si1 Pt1
P1,1,triclinic,129.0918489817082,Ag4 S2
Pnma,62,orthorhombic,365.42415755562206,Sr4 Ca4 Si4
F-43m,216,cubic,79.91513085006862,Sm1 Sn1 Au1
R-3m,166,trigonal,228.85934384876364,K4 Be1 P2
Pna2_1,33,orthorhombic,470.81869109236413,Li4 P20
Ima2,46,orthorhombic,291.02659347526304,Sr4 In4 O10
I-42d,122,tetragonal,76.1721335140996,Li2 P2 N4
Pbam,55,orthorhombic,581.9652703465591,Si8 As16
Immm,71,orthorhombic,168.57912719675755,K2 Te2 Pt1
Immm,71,orthorhombic,153.04323298400826,Rb2 Pt1 Se2
Immm,71,orthorhombic,140.57557462161026,K2 Pt1 Se2
C2/c,15,monoclinic,176.0212370371213,Li2 Ag2 F8
Pbam,55,orthorhombic,566.6596228489101,Si8 P16
Pbam,55,orthorhombic,255.6742070179176,Y4 B16 Mo4
P6_3,173,hexagonal,140.42016491341295,Li2 I2 O6
Cmc2_1,36,orthorhombic,311.68297164264044,Be8 Si4 H4 O18
P2_12_12_1,19,orthorhombic,296.73276303566195,Nb4 O4 F12
C2/m,12,monoclinic,129.6433621357834,Co4 O8
R-3c,167,trigonal,290.9292544863127,Ca8 Pt2 O12
P6_422,181,hexagonal,309.7307629883617,Li3 Fe3 Si3 O12
I4/mcm,140,tetragonal,268.8672394987177,K2 Al2 Te4
P6_3mc,186,hexagonal,158.08925185342153,Sn2 S4
P-43n,218,cubic,615.1767159192865,Li8 Mn6 P6 O24 F2
F-43m,216,cubic,50.91284923343129,Ti1 Fe1 Te1
P4_12_12,92,tetragonal,351.85646390096906,S4 O8 F8
P312,149,trigonal,98.75109953030592,Li1 V1 F6
P3_2,145,trigonal,409.908908449372,B6 H18 O18
Cc,9,monoclinic,322.66178771997266,Ba4 Ti2 O2 F12
R3m,160,trigonal,273.27700277916136,Ga1 Mo4 Se8
C222_1,20,orthorhombic,307.0315568302584,Na2 Li2 Zn2 P4 O14
Pnma,62,orthorhombic,463.52826904615506,Sr8 Sn4
P3m1,156,trigonal,902.898771771272,Cs5 Te3 H4 N1 Cl18
I4_1,80,tetragonal,1954.7860013100117,Cs24 Re16 N40
P2_12_12_1,19,orthorhombic,787.0286404054079,Cd4 H16 Br8 O32
P-62m,189,hexagonal,274.7068748366026,K3 Nb3 B2 O12
P3_121,152,trigonal,89.3290209183224,Se3
P6_3,173,hexagonal,588.0648756738314,H16 W6 Se2 N4 O24
Pna2_1,33,orthorhombic,742.7853747660926,Rb4 Ge4 Br12
I4/mmm,139,tetragonal,97.25067009287761,Sr2 Zn1 N2
P6_3mc,186,hexagonal,683.8675593260878,Ba8 Cl12 O2
Fm-3m,225,cubic,314.89153691378567,Cs2 Zr1 Cl6
I-42m,121,tetragonal,192.96121914004772,K3 Nb1 O8
I-42d,122,tetragonal,352.90841497264233,Sm4 Cd2 Se8
P-43n,218,cubic,602.2620088953938,Mn8 Be6 Si6 Se2 O24
P4/nmm,129,tetragonal,78.12979472179644,Li2 Be2 P2
P2_12_12_1,19,orthorhombic,457.3570121794618,Ba4 N8 O16
I-42m,121,tetragonal,168.41109249271804,K3 V1 O4
I-4,82,tetragonal,221.74431781225584,Zn1 Ga2 Te4
Pna2_1,33,orthorhombic,363.88688590835386,K4 Be4 P4 O16
C222_1,20,orthorhombic,179.0966153458899,Li4 Al2 Co2 O8
P6_3/mmc,194,hexagonal,160.75950671803562,Ba2 Ag2 P2
R-3c,167,trigonal,103.12461554485307,Ir2 F6
Pm-3m,221,cubic,193.594908109413,Ca3 As1 Cl3
P4_332,212,cubic,539.7448071614705,Mn12 Ni4 O32
P6_3,173,hexagonal,519.1133497578006,Y6 Cu2 Sn2 S14
C2/c,15,monoclinic,122.89828720225914,Li4 C2 O6
P1,1,triclinic,319.449395363115,K4 Na2 Nb2 O4 F8
P2_13,198,cubic,202.51664049215708,N8
P1,1,triclinic,114.45152516740818,Li2 V3 O6
Pnma,62,orthorhombic,209.85744053436827,Y4 Al4 O12
P2_1/m,11,monoclinic,207.58837818837665,Rb2 S2 O4 F2
R-3,148,trigonal,307.7724517148545,Cr2 Si2 Te6
P6_422,181,hexagonal,296.8253625639622,Fe3 P3 O12
Cm,8,monoclinic,102.14901646507421,Li2 Nb1 O1 F5
P6_3mc,186,hexagonal,121.08216898600315,Al2 Sb2
